iter	Passed	Remaining
534	1674	1455
535	1676	1451
536	1678	1447
537	1681	1443
538	1684	1440
539	1687	1437
540	1690	1434
541	1692	1430
542	1695	1426
543	1698	1423
544	1701	1420
545	1704	1417
546	1707	1413
547	1710	1410
548	1713	1407
549	1716	1404
550	1719	1401
551	1721	1397
552	1724	1394
553	1727	1390
554	1730	1387
555	1733	1384
556	1735	1380
557	1738	1377
558	1741	1373
559	1743	1370
560	1746	1366
561	1749	1363
562	1752	1359
563	1754	1356
564	1757	1352
565	1759	1349
566	1762	1346
567	1765	1342
568	1768	1339
569	1771	1336
570	1773	1332
571	1776	1329
572	1779	1325
573	1782	1322
574	1785	1319
575	1788	1316
576	1791	1313
577	1793	1309
578	1796	1306
579	1798	1302
580	1801	1299
581	1804	1295
582	1806	1292
583	1809	1288
584	1811	1285
585	1814	1281
586	1817	1278
587	1819	1274
588	1822	1271
589	1824	1267
590	1827	1264
591	1830	1261
592	1833	1258
593	1836	1255
594	1839	1251
595	1841	1248
596	1844	1244
597	1846	1241
598	1849	1238
599	1852	1234
600	1854	1231
601	1857	1227
602	1859	1224
603	1862	1220
604	1864	1217
605	1867	1214
606	1870	1210
607	1872	1207
608	1875	1203
609	1877	1200
610	1880	1197
611	1883	1194
612	1886	1190
613	1888	1187
614	1891	1184
615	1894	1180
616	1896	1177
617	1900	1174
618	1903	1171
619	1905	1168
620	1908	1164
621	1911	1161
622	1914	1158
623	1917	1155
624	1919	1151
625	1922	1148
626	1925	1145
627	1928	1142
628	1931	1138
629	1933	1135
630	1936	1132
631	1938	1128
632	1941	1125
633	1944	1122
634	1947	1119
635	1949	1116
636	1952	1112
637	1955	1109
638	1957	1106
639	1961	1103
640	1964	1100
641	1967	1097
642	1970	1093
643	1972	1090
644	1975	1087
645	1978	1084
646	1981	1080
647	1983	1077
648	1986	1074
649	1989	1071
650	1992	1067
651	1994	1064
652	1997	1061
653	2000	1058
654	2002	1054
655	2005	1051
656	2008	1048
657	2011	1045
658	2014	1042
659	2017	1039
660	2020	1036
661	2023	1032
662	2025	1029
663	2028	1026
664	2030	1023
665	2033	1019
666	2035	1016
667	2038	1013
668	2041	1010
669	2045	1007
670	2047	1004
671	2050	1000
672	2052	997
673	2055	994
674	2058	991
675	2061	988
676	2064	984
677	2066	981
678	2069	978
679	2072	975
680	2075	972
681	2078	969
682	2081	966
683	2084	962
684	2086	959
685	2089	956
686	2092	953
687	2094	950
688	2097	946
689	2100	943
690	2103	940
691	2105	937
692	2108	934
693	2110	930
694	2113	927
695	2116	924
696	2118	921
697	2122	918
698	2124	914
699	2127	911
700	2130	908
701	2133	905
702	2136	902
703	2138	899
704	2141	896
705	2144	892
706	2146	889
707	2149	886
708	2152	883
709	2155	880
710	2157	877
711	2160	873
712	2162	870
713	2165	867
714	2168	864
715	2171	861
716	2174	858
717	2177	855
718	2179	851
719	2182	848
720	2185	845
721	2188	842
722	2190	839
723	2193	836
724	2195	832
725	2198	829
726	2200	826
727	2203	823
728	2206	820
729	2209	817
730	2213	814
731	2216	811
732	2219	808
733	2222	805
734	2225	802
735	2228	799
736	2231	796
737	2234	793
738	2237	790
739	2239	786
740	2242	783
741	2245	780
742	2248	777
743	2250	774
744	2253	771
745	2256	768
746	2258	764
747	2261	761
748	2264	758
749	2267	755
750	2270	752
751	2273	749
752	2276	746
753	2279	743
754	2282	740
755	2285	737
756	2287	734
757	2290	731
758	2292	728
759	2296	725
760	2300	722
761	2304	719
762	2307	716
763	2311	713
764	2314	710
765	2316	707
766	2321	705
767	2324	702
768	2327	699
769	2331	696
770	2334	693
771	2336	690
772	2339	687
773	2342	684
774	2345	681
775	2349	678
776	2352	675
777	2355	672
778	2358	668
779	2360	665
780	2363	662
781	2365	659
782	2368	656
783	2371	653
784	2374	650
785	2376	647
786	2379	644
787	2382	640
788	2384	637
789	2387	634
790	2390	631
791	2393	628
792	2396	625
793	2399	622
794	2402	619
795	2405	616
796	2408	613
797	2410	610
798	2413	607
799	2416	604
800	2418	600
801	2421	597
802	2424	594
803	2426	591
804	2429	588
805	2432	585
806	2434	582
807	2437	579
808	2440	576
809	2442	573
810	2445	569
811	2447	566
812	2450	563
813	2453	560
814	2456	557
815	2458	554
816	2461	551
817	2463	548
818	2466	545
819	2468	541
820	2471	538
821	2474	535
822	2476	532
823	2479	529
824	2482	526
825	2484	523
826	2487	520
827	2490	517
828	2492	514
829	2495	511
830	2498	508
831	2500	504
832	2504	502
833	2507	499
834	2509	495
835	2512	492
836	2514	489
837	2518	486
838	2520	483
839	2523	480
840	2525	477
841	2528	474
842	2531	471
843	2533	468
844	2537	465
845	2539	462
846	2542	459
847	2545	456
848	2547	453
849	2550	450
850	2552	446
851	2555	443
852	2558	440
853	2560	437
854	2563	434
855	2566	431
856	2569	428
857	2572	425
858	2574	422
859	2577	419
860	2581	416
861	2583	413
862	2586	410
863	2589	407
864	2591	404
865	2594	401
866	2597	398
867	2600	395
868	2602	392
869	2605	389
870	2608	386
871	2611	383
872	2614	380
873	2617	377
874	2619	374
875	2622	371
876	2624	368
877	2627	365
878	2629	362
879	2632	358
880	2635	355
881	2637	352
882	2639	349
883	2641	346
884	2644	343
885	2646	340
886	2648	337
887	2650	334
888	2652	331
889	2655	328
890	2657	325
891	2659	322
892	2661	318
893	2663	315
894	2665	312
895	2667	309
896	2669	306
897	2671	303
898	2673	300
899	2675	297
900	2678	294
901	2680	291
902	2682	288
903	2684	285
904	2686	281
905	2688	278
906	2690	275
907	2692	272
908	2693	269
909	2695	266
910	2697	263
911	2700	260
912	2702	257
913	2704	254
914	2706	251
915	2708	248
916	2709	245
917	2711	242
918	2713	239
919	2715	236
920	2717	233
921	2719	230
922	2721	227
923	2723	224
924	2725	221
925	2727	217
926	2729	214
927	2731	211
928	2734	208
929	2736	205
930	2738	202
931	2739	199
932	2741	196
933	2743	193
934	2745	190
935	2747	187
936	2749	184
937	2751	181
938	2753	178
939	2755	175
940	2757	172
941	2759	169
942	2761	166
943	2762	163
944	2764	160
945	2766	157
946	2768	154
947	2770	151
948	2771	148
949	2773	145
950	2775	142
951	2777	140
952	2778	137
953	2780	134
954	2782	131
955	2784	128
956	2786	125
957	2787	122
958	2789	119
959	2791	116
960	2793	113
961	2795	110
962	2797	107
963	2799	104
964	2800	101
965	2802	98
966	2804	95
967	2806	92
968	2808	89
969	2810	86
970	2812	83
971	2813	81
972	2815	78
973	2817	75
974	2819	72
975	2821	69
976	2822	66
977	2824	63
978	2826	60
979	2828	57
980	2829	54
981	2831	51
982	2833	49
983	2835	46
984	2837	43
985	2838	40
986	2840	37
987	2842	34
988	2844	31
989	2845	28
990	2847	25
991	2849	22
992	2851	20
993	2853	17
994	2855	14
995	2856	11
996	2858	8
997	2860	5
998	2862	2
999	2863	0
